,name,years,reportType,startBalance,receipts,expenditures,endBalance,filed
12492,"John J. Binienda, Sr.",2012,Pre-election Report (ND),"$422,316.10","$3,005.00","$45,073.87","$380,247.23",$0.00
12493,"John J. Binienda, Sr.",2012,Pre-primary Report (ND),"$402,923.38","$37,100.00","$17,707.28","$422,316.10",$0.00
12494,"John J. Binienda, Sr.",2011,Year-end Report (ND),"$411,344.51","$11,607.00","$20,028.13","$402,923.38",$0.00
12495,"John J. Binienda, Sr.",2011,Mid-Year Report (ND),"$399,594.01","$24,865.00","$13,114.50","$411,344.51",$0.00
12496,"John J. Binienda, Sr.",2010,Year-end Report (ND),"$407,031.53",$700.00,"$8,137.52","$399,594.01",$0.00
12497,"John J. Binienda, Sr.",2010,Pre-election Report (ND),"$410,532.31","$1,850.00","$5,350.78","$407,031.53",$0.00
12498,"John J. Binienda, Sr.",2010,Pre-primary Report (ND),"$388,450.17","$40,620.00","$18,537.86","$410,532.31",$0.00
12499,Ryan C. Fattman,none,none,none,none,none,none,none
12500,Demetrius J. Atsalis,none,none,none,none,none,none,none
12501,Christopher N. Speranzo,2011,Other Report (ND),"$3,078.11",$0.00,"$3,078.11",$0.00,$0.00
12502,Christopher N. Speranzo,2010,Year-end Report (ND),"$8,581.38","$1,500.00","$7,003.27","$3,078.11",$0.00
12503,Christopher N. Speranzo,2010,Pre-election Report (ND),"$14,739.45",$750.00,"$6,908.07","$8,581.38",$0.00
12504,Christopher N. Speranzo,2010,Pre-primary Report (ND),"$10,402.62","$9,450.00","$5,113.17","$14,739.45",$0.00
12505,George T. Ross,none,none,none,none,none,none,none
12506,Kevin Aguiar,2016,Year-end Report (ND),$154.38,$0.00,$36.00,$118.38,$400.00
12507,Kevin Aguiar,2015,Year-end Report (ND),$172.38,$0.00,$18.00,$154.38,$400.00
12508,Kevin Aguiar,2015,Mid-Year Report (ND),$190.38,$0.00,$18.00,$172.38,$400.00
12509,Kevin Aguiar,2014,Year-end Report (ND),$558.06,$0.00,$367.68,$190.38,$400.00
12510,Kevin Aguiar,2013,Year-end Report (ND),"$1,156.06",$0.00,$598.00,$558.06,$400.00
12511,Kevin Aguiar,2013,Mid-Year Report (ND),"$3,854.06",$0.00,"$2,698.00","$1,156.06",$400.00
12512,Kevin Aguiar,2012,Pre-primary Report (ND),"$15,358.74","$30,160.00","$36,220.51","$9,298.23","$2,400.00"
12513,Kevin Aguiar,2012,Pre-election Report (ND),"$9,298.23","$14,010.00","$15,993.22","$7,315.01","$2,400.00"
12514,Kevin Aguiar,2012,Year-end Report (ND),"$7,315.01",$0.00,"$3,460.95","$3,854.06",$600.00
12515,Kevin Aguiar,2011,Year-end Report (ND),"$5,266.11","$27,420.00","$17,327.37","$15,358.74","$4,400.00"
12516,Kevin Aguiar,2011,Mid-Year Report (ND),"$4,025.44","$13,475.00","$12,234.33","$5,266.11","$4,400.00"
12517,Kevin Aguiar,2010,Year-end Report (ND),"$2,613.21","$16,950.00","$15,537.77","$4,025.44","$4,400.00"
12518,Kevin Aguiar,2010,Pre-election Report (ND),"$7,521.04","$7,015.00","$11,922.83","$2,613.21","$4,400.00"
12519,Kevin Aguiar,2010,Pre-primary Report (ND),"$1,829.45","$25,090.00","$19,398.41","$7,521.04","$4,400.00"
12520,Stephen R. Canessa,2017,Year-end Report (ND),"$97,811.72",$0.00,$0.00,"$97,811.72",$0.00
12521,Stephen R. Canessa,2017,Mid-Year Report (ND),"$97,811.72",$0.00,$0.00,"$97,811.72",$0.00
12522,Stephen R. Canessa,2016,Year-end Report (ND),"$97,811.72",$0.00,$0.00,"$97,811.72",$0.00
12523,Stephen R. Canessa,2015,Year-end Report (ND),"$97,811.72",$0.00,$0.00,"$97,811.72",$0.00
12524,Stephen R. Canessa,2015,Mid-Year Report (ND),"$97,811.72",$0.00,$0.00,"$97,811.72",$0.00
12525,Stephen R. Canessa,2014,Year-end Report (ND),"$97,911.47",$0.00,$0.00,"$97,911.47",$0.00
12526,Stephen R. Canessa,2014,Pre-election Report (ND),"$97,911.47",$0.00,$0.00,"$97,911.47",$0.00
12527,Stephen R. Canessa,2014,Pre-primary Report (ND),"$97,911.47",$0.00,$0.00,"$97,911.47",$0.00
12528,Stephen R. Canessa,2013,Year-end Report (ND),"$97,911.47",$0.00,$0.00,"$97,911.47",$0.00
12529,Stephen R. Canessa,2013,Mid-Year Report (ND),"$97,911.47",$0.00,$0.00,"$97,911.47",$0.00
12530,Stephen R. Canessa,2012,Year-end Report (ND),"$97,941.44",$25.98,$55.95,"$97,911.47",$0.00
12531,Stephen R. Canessa,2011,Year-end Report (ND),"$97,579.38",$530.00,$167.94,"$97,941.44",$0.00
12532,Stephen R. Canessa,2011,Mid-Year Report (ND),"$81,590.97","$28,715.00","$12,726.59","$97,579.38",$0.00
12533,Stephen R. Canessa,2010,Year-end Report (ND),"$85,256.23",$0.00,"$3,665.26","$81,590.97",$0.00
12534,Stephen R. Canessa,2010,Pre-election Report (ND),"$89,558.69",$20.00,"$4,322.46","$85,256.23",$0.00
12535,Stephen R. Canessa,2010,Pre-primary Report (ND),"$74,617.97","$30,503.69","$15,562.97","$89,558.69",$0.00
12536,Harriett L. Stanley,2017,Year-end Report (ND),"$7,190.17",$0.00,"$4,195.40","$2,994.77",$0.00
12537,Harriett L. Stanley,2017,Mid-Year Report (ND),"$8,183.92",$0.00,$993.75,"$7,190.17",$0.00
12538,Harriett L. Stanley,2016,Year-end Report (ND),"$8,189.92",$0.00,$6.00,"$8,183.92",$0.00
12539,Harriett L. Stanley,2016,Pre-election Report (ND),"$9,886.14",$0.00,"$1,696.22","$8,189.92",$0.00
12540,Harriett L. Stanley,2016,Pre-primary Report (ND),"$16,313.33",$0.00,"$6,427.19","$9,886.14",$0.00
12541,Harriett L. Stanley,2015,Year-end Report (ND),"$22,186.12",$0.00,"$5,872.79","$16,313.33",$0.00
12542,Harriett L. Stanley,2014,Year-end Report (ND),"$28,546.96",$0.00,$910.89,"$27,636.07",$0.00
12543,Harriett L. Stanley,2015,Mid-Year Report (ND),"$27,636.07",$0.05,"$5,450.00","$22,186.12",$0.00
12544,Harriett L. Stanley,2013,Year-end Report (ND),"$28,896.96",$0.00,$350.00,"$28,546.96",$0.00
12545,Harriett L. Stanley,2013,Mid-Year Report (ND),"$29,933.49",$0.00,"$1,036.53","$28,896.96",$0.00
12546,Harriett L. Stanley,2012,Year-end Report (ND),"$41,648.86",$0.00,"$11,715.37","$29,933.49",$0.00
12547,Harriett L. Stanley,2011,Year-end Report (ND),"$46,704.46",$250.00,"$5,305.60","$41,648.86",$0.00
12548,Harriett L. Stanley,2011,Mid-Year Report (ND),"$55,487.16",$0.00,"$8,782.70","$46,704.46",$0.00
12549,Harriett L. Stanley,2010,Year-end Report (ND),"$65,672.53","$2,525.00","$12,710.37","$55,487.16",$0.00
12550,Harriett L. Stanley,2010,Pre-election Report (ND),"$67,348.51",$400.00,"$2,075.98","$65,672.53",$0.00
12551,Harriett L. Stanley,2010,Pre-primary Report (ND),"$75,249.72","$21,005.35","$28,906.56","$67,348.51",$0.00
12552,David M. Torrisi,2012,Year-end Report (ND),"$15,090.33",$912.02,"$9,903.90","$6,098.45",$911.62
12553,David M. Torrisi,2013,Dissolution Report (ND),"$6,098.45",$0.14,"$6,098.59",$0.00,$0.00
12554,David M. Torrisi,2012,Pre-election Report (ND),"$30,486.98","$1,100.24","$16,496.89","$15,090.33",$0.00
12555,David M. Torrisi,2012,Pre-primary Report (ND),"$26,037.83","$29,794.21","$25,345.06","$30,486.98",$0.00
12556,David M. Torrisi,2011,Year-end Report (ND),"$34,753.48",$955.53,"$9,671.18","$26,037.83",$0.00
12557,David M. Torrisi,2011,Mid-Year Report (ND),"$29,563.26","$15,389.66","$10,199.44","$34,753.48",$0.00
12558,David M. Torrisi,2010,Year-end Report (ND),"$55,842.62","$2,006.11","$28,285.47","$29,563.26",$0.00
12559,David M. Torrisi,2010,Pre-election Report (ND),"$66,512.19","$6,295.77","$16,965.34","$55,842.62",$0.00
12560,David M. Torrisi,2010,Pre-primary Report (ND),"$62,040.33","$19,919.78","$15,447.92","$66,512.19",$0.00
12561,Paul Adams,2015,Dissolution Report (ND),$453.85,$0.00,$453.85,$0.00,$0.00
12562,Paul Adams,2015,Mid-Year Report (ND),$453.85,$0.00,$0.00,$453.85,$0.00
12563,Paul Adams,2014,Year-end Report (ND),$453.85,$0.00,$0.00,$453.85,$0.00
12564,Paul Adams,2013,Year-end Report (ND),$453.85,$0.00,$0.00,$453.85,$0.00
12565,Paul Adams,2013,Mid-Year Report (ND),$620.80,$0.00,$166.95,$453.85,$0.00
12566,Paul Adams,2012,Year-end Report (ND),"$6,715.92","$14,170.00","$20,265.12",$620.80,$0.00
12567,Paul Adams,2012,Pre-primary Report (ND),"$34,614.08","$23,165.00","$26,090.25","$31,688.83",$0.00
12568,Paul Adams,2012,Pre-election Report (ND),"$31,688.83","$14,760.00","$39,732.91","$6,715.92",$0.00
12569,Paul Adams,2011,Year-end Report (ND),"$19,960.39","$15,600.00",$946.31,"$34,614.08",$0.00
12570,Paul Adams,2011,Mid-Year Report (ND),"$20,620.07","$1,400.00","$2,059.68","$19,960.39","$45,000.00"
12571,Paul Adams,2010,Year-end Report (ND),"$27,449.86","$3,737.00","$10,566.79","$20,620.07","$45,000.00"
12572,Paul Adams,2010,Pre-election Report (ND),"$30,004.65","$20,760.00","$23,314.79","$27,449.86","$45,000.00"
12573,Paul Adams,2010,Pre-primary Report (ND),$0.00,"$47,480.00","$17,475.35","$30,004.65","$30,000.00"
12574,Brian Michael Ashe,none,none,none,none,none,none,none
12575,Michael F. Kane,2017,Year-end Report (ND),"$3,832.24",$0.96,$0.00,"$3,833.20","$3,239.88"
12576,Michael F. Kane,2017,Mid-Year Report (ND),"$3,831.29",$0.95,$0.00,"$3,832.24","$3,239.88"
12577,Michael F. Kane,2016,Year-end Report (ND),"$3,829.38",$1.91,$0.00,"$3,831.29","$3,239.88"
12578,Michael F. Kane,2015,Year-end Report (ND),"$3,908.41",$0.97,$80.00,"$3,829.38","$3,239.88"
12579,Michael F. Kane,2015,Mid-Year Report (ND),"$3,907.42",$0.99,$0.00,"$3,908.41","$3,239.88"
12580,Michael F. Kane,2014,Year-end Report (ND),"$3,955.44",$1.98,$50.00,"$3,907.42","$3,239.88"
12581,Michael F. Kane,2013,Year-end Report (ND),"$3,954.44",$1.00,$0.00,"$3,955.44","$3,239.88"
12582,Michael F. Kane,2013,Mid-Year Report (ND),"$4,453.34",$1.10,$500.00,"$3,954.44","$3,239.88"
12583,Michael F. Kane,2012,Year-end Report (ND),"$4,527.94",$0.40,$75.00,"$4,453.34","$3,239.88"
12584,Michael F. Kane,2012,Pre-election Report (ND),"$4,926.43",$22.10,$420.59,"$4,527.94","$3,239.88"
12585,Michael F. Kane,2012,Pre-primary Report (ND),"$18,599.92","$1,503.66","$15,177.15","$4,926.43","$3,239.88"
12586,Michael F. Kane,2011,Year-end Report (ND),"$1,109.27","$31,995.36","$14,504.71","$18,599.92","$3,239.88"
12587,Michael F. Kane,2011,Mid-Year Report (ND),"$19,880.68",$387.94,"$19,159.35","$1,109.27","$3,239.88"
12588,Michael F. Kane,2010,Year-end Report (ND),$874.13,"$26,345.33","$7,338.78","$19,880.68","$7,239.88"
12589,Michael F. Kane,2010,Pre-election Report (ND),$636.97,"$2,894.11","$2,656.95",$874.13,"$7,239.88"
12590,Michael F. Kane,2010,Pre-primary Report (ND),"$13,877.81","$9,802.90","$23,043.74",$636.97,"$7,239.88"
12591,Steven L. Levy,2013,Mid-Year Report (ND),"$6,195.99",$0.00,$0.00,"$6,195.99","$22,767.99"
12592,Steven L. Levy,2013,Year-end Report (ND),"$6,195.99",$0.00,"$6,195.99",$0.00,$0.00
12593,Steven L. Levy,2012,Year-end Report (ND),"$25,651.09","$2,479.64","$21,934.74","$6,195.99","$22,767.99"
12594,Steven L. Levy,2012,Pre-election Report (ND),"$26,372.14","$12,776.59","$13,497.64","$25,651.09","$22,767.99"
12595,Steven L. Levy,2012,Pre-primary Report (ND),"$15,045.82","$20,082.44","$8,756.12","$26,372.14","$22,767.99"
12596,Steven L. Levy,2011,Year-end Report (ND),"$6,095.44","$11,511.03","$2,560.65","$15,045.82","$22,767.99"
12597,Steven L. Levy,2011,Mid-Year Report (ND),$927.67,"$6,217.77","$1,050.00","$6,095.44","$22,767.99"
12598,Steven L. Levy,2010,Year-end Report (ND),"$14,758.78","$2,721.04","$16,552.15",$927.67,"$22,767.99"
12599,Steven L. Levy,2010,Pre-election Report (ND),"$16,680.21","$2,177.96","$4,099.39","$14,758.78","$22,767.99"
12600,Steven L. Levy,2010,Pre-primary Report (ND),"$12,249.88","$14,361.60","$9,931.27","$16,680.21","$22,767.99"
12601,Charles A. Murphy,2014,Dissolution Report (ND),"$3,253.88",$0.00,"$3,253.88",$0.00,$0.00
12602,Charles A. Murphy,2013,Year-end Report (ND),"$11,261.38",$0.00,"$8,007.50","$3,253.88",$0.00
12603,Charles A. Murphy,2013,Mid-Year Report (ND),"$18,933.26","$1,000.00","$8,671.88","$11,261.38",$0.00
12604,Charles A. Murphy,2012,Year-end Report (ND),"$23,429.47",$0.00,"$4,496.21","$18,933.26",$0.00
12605,Charles A. Murphy,2012,Pre-election Report (ND),"$30,462.66",$0.00,"$7,033.19","$23,429.47",$0.00
12606,Charles A. Murphy,2012,Pre-primary Report (ND),"$87,077.16","$18,405.18","$75,019.68","$30,462.66",$0.00
12607,Charles A. Murphy,2011,Year-end Report (ND),"$110,693.75","$22,750.95","$46,367.54","$87,077.16",$0.00
12608,Charles A. Murphy,2011,Mid-Year Report (ND),"$97,351.26","$96,830.00","$83,487.51","$110,693.75",$0.00
12609,Charles A. Murphy,2010,Year-end Report (ND),"$114,032.31","$10,005.00","$26,686.05","$97,351.26",$0.00
12610,Charles A. Murphy,2010,Pre-election Report (ND),"$151,502.43",$0.00,"$37,470.12","$114,032.31",$0.00
12611,Charles A. Murphy,2010,Pre-primary Report (ND),"$107,244.39","$194,705.99","$150,447.95","$151,502.43",$0.00
12612,William N. Brownsberger,2017,Year-end Report (ND),"$81,468.95","$42,778.10","$9,447.24","$114,799.81",$0.00
12613,William N. Brownsberger,2017,Mid-Year Report (ND),"$87,992.53","$1,841.00","$8,364.58","$81,468.95",$0.00
12614,William N. Brownsberger,2016,Year-end Report (ND),"$76,312.40","$22,079.01","$10,398.88","$87,992.53",$0.00
12615,William N. Brownsberger,2016,Pre-election Report (ND),"$74,871.89","$5,280.00","$3,839.49","$76,312.40",$0.00
12616,William N. Brownsberger,2016,Pre-primary Report (ND),"$73,674.78","$8,022.00","$6,824.89","$74,871.89",$0.00
12617,William N. Brownsberger,2015,Mid-Year Report (ND),"$22,113.67","$31,961.96","$2,839.12","$51,236.51",$0.00
12618,William N. Brownsberger,2015,Year-end Report (ND),"$51,236.51","$36,704.50","$14,266.23","$73,674.78",$0.00
12619,William N. Brownsberger,2014,Year-end Report (ND),"$1,397.25","$21,365.00",$648.58,"$22,113.67",$0.00
12620,William N. Brownsberger,2014,Pre-election Report (ND),"$1,708.24",$25.00,$335.99,"$1,397.25",$0.00
12621,William N. Brownsberger,2014,Pre-primary Report (ND),"$4,459.77","$2,760.00","$5,511.53","$1,708.24",$0.00
12622,William N. Brownsberger,2013,Year-end Report (ND),"$1,810.90","$4,770.00","$2,121.13","$4,459.77",$0.00
12623,William N. Brownsberger,2013,Mid-Year Report (ND),"$4,497.59",$500.00,"$3,186.69","$1,810.90",$0.00
12624,William N. Brownsberger,2012,Year-end Report (ND),"$21,441.79","$6,184.38","$23,128.58","$4,497.59",$0.00
12625,William N. Brownsberger,2012,Pre-election Report (ND),"$19,405.36","$26,267.00","$24,230.57","$21,441.79",$0.00
12626,William N. Brownsberger,2012,Pre-primary Report (ND),"$5,025.76","$39,741.88","$25,362.28","$19,405.36",$0.00
12627,William N. Brownsberger,2012,Post-election Report (ND),"$1,536.38","$9,035.00","$5,545.62","$5,025.76",$0.00
12628,William N. Brownsberger,2011,Pre-election Report (Special) (ND),"$31,882.54","$28,440.00","$58,786.16","$1,536.38",$500.00
12629,William N. Brownsberger,2011,Pre-primary Report (Special) (ND),"$19,635.02","$69,965.00","$57,717.48","$31,882.54","$3,918.91"
12630,William N. Brownsberger,2011,Mid-Year Report (ND),"$3,653.59","$22,339.00","$6,357.57","$19,635.02",$206.67
12631,William N. Brownsberger,2010,Year-end Report (ND),"$23,783.83","$2,610.00","$22,740.24","$3,653.59",$206.67
12632,William N. Brownsberger,2010,Pre-election Report (ND),"$48,833.20","$13,889.40","$38,938.77","$23,783.83","$2,036.33"
12633,William N. Brownsberger,2010,Pre-primary Report (ND),"$12,584.99","$47,961.00","$11,712.79","$48,833.20","$6,806.62"
12634,Alice K. Wolf,2013,Dissolution Report (ND),"$80,652.06",$8.50,"$80,660.56",$0.00,$0.00
12635,Alice K. Wolf,2012,Year-end Report (ND),"$87,680.41",$99.03,"$7,127.38","$80,652.06",$0.00
12636,Alice K. Wolf,2011,Year-end Report (ND),"$88,882.77","$1,502.02","$2,704.38","$87,680.41",$0.00
12637,Alice K. Wolf,2011,Mid-Year Report (ND),"$89,401.37","$3,276.86","$3,795.46","$88,882.77",$0.00
12638,Alice K. Wolf,2010,Year-end Report (ND),"$93,626.15",$619.00,"$4,843.78","$89,401.37",$0.00
12639,Alice K. Wolf,2010,Pre-election Report (ND),"$99,091.05",$9.15,"$5,474.05","$93,626.15",$0.00
12640,Alice K. Wolf,2010,Pre-primary Report (ND),"$80,752.40","$24,916.98","$6,578.33","$99,091.05",$0.00
12641,Paul R. Feeney,none,none,none,none,none,none,none
12642,Cindy F. Friedman,none,none,none,none,none,none,none
12643,Dean Tran,2017,Year-end Report (ND),"$14,024.32","$16,527.00","$19,842.57","$10,708.75",$146.48
12644,Dean Tran,2017,Pre-election Report (Special) (ND),"$7,647.14","$13,120.00","$6,742.82","$14,024.32",$146.48
12645,Dean Tran,2017,Mid-Year Report (ND),"$14,614.63","$1,704.52",$632.06,"$15,687.09",$146.48
12646,Dean Tran,2017,Pre-primary Report (Special) (ND),"$15,687.09","$8,660.00","$16,699.95","$7,647.14",$146.48
12647,Dean Tran,2016,Post-election Report (ND),"$8,429.32","$12,553.58","$5,044.21","$15,938.69",$146.48
12648,Dean Tran,2016,Pre-election Report (Special) (ND),"$7,150.67","$7,595.70","$6,321.35","$8,425.02",$0.00
12649,Dean Tran,2016,Pre-primary Report (Special) (ND),"$4,482.35","$6,830.00","$4,161.68","$7,150.67",$0.00
12650,Dean Tran,2016,Year-end Report (ND),"$15,938.69",$125.00,"$1,449.06","$14,614.63",$146.48
12651,Adam G. Hinds,none,none,none,none,none,none,none
12652,James E. Timilty,2018,Bank Report,"$5,681.83",$0.00,$201.71,"$5,480.12",4/3/2018
12653,James E. Timilty,2018,Bank Report,"$5,873.55",$0.00,$191.72,"$5,681.83",3/19/2018
12654,James E. Timilty,2018,Bank Report,"$6,493.55",$28.00,$648.00,"$5,873.55",3/2/2018
12655,James E. Timilty,2018,Bank Report,"$6,976.87",$0.00,$483.32,"$6,493.55",2/20/2018
12656,James E. Timilty,2018,Bank Report,"$5,952.87","$1,024.00",$0.00,"$6,976.87",2/1/2018
12657,James E. Timilty,2018,Bank Report,"$5,876.55",$200.00,$123.68,"$5,952.87",1/17/2018
12658,James E. Timilty,2017,Bank Report,"$5,026.55",$850.00,$0.00,"$5,876.55",1/2/2018
12659,James E. Timilty,2017,Bank Report,"$4,933.48",$575.00,$481.93,"$5,026.55",12/18/2017
12660,James E. Timilty,2017,Bank Report,$652.10,"$4,675.00",$393.62,"$4,933.48",12/4/2017
12661,James E. Timilty,2017,Bank Report,$986.17,$0.00,$334.07,$652.10,11/17/2017
12662,James E. Timilty,2017,Bank Report,"$1,269.57",$0.00,$283.40,$986.17,11/1/2017
12663,James E. Timilty,2017,Bank Report,"$1,413.75",$0.00,$144.18,"$1,269.57",10/16/2017
12664,James E. Timilty,2017,Bank Report,"$1,577.75",$0.00,$164.00,"$1,413.75",10/2/2017
12665,James E. Timilty,2017,Bank Report,"$1,577.75",$0.00,$0.00,"$1,577.75",9/18/2017
12666,James E. Timilty,2017,Bank Report,"$1,627.75",$0.00,$50.00,"$1,577.75",9/1/2017
12667,James E. Timilty,2017,Bank Report,"$1,627.75",$0.00,$0.00,"$1,627.75",8/17/2017
12668,James E. Timilty,2017,Bank Report,"$1,731.45",$0.00,$103.70,"$1,627.75",8/1/2017
12669,James E. Timilty,2017,Bank Report,"$2,068.80",$0.00,$337.35,"$1,731.45",7/17/2017
12670,James E. Timilty,2017,Bank Report,"$2,492.98",$0.00,$424.18,"$2,068.80",7/5/2017
12671,James E. Timilty,2017,Bank Report,"$2,064.98",$0.00,$250.00,"$1,814.98",6/20/2017
12672,James E. Timilty,2017,Bank Report,"$2,235.95",$0.00,$170.97,"$2,064.98",6/5/2017
12673,James E. Timilty,2017,Bank Report,"$3,163.95",$0.00,$928.00,"$2,235.95",6/5/2017
12674,Michael J. Rodrigues,2017,Mid-Year Report (ND),"$118,984.23","$65,553.37","$39,893.45","$144,644.15",$0.00
12675,Michael J. Rodrigues,2017,Year-end Report (ND),"$144,644.15","$63,802.78","$34,503.14","$173,943.79",$0.00
12676,Michael J. Rodrigues,2016,Pre-primary Report (ND),"$102,295.95","$86,580.66","$50,675.75","$138,200.86",$0.00
12677,Michael J. Rodrigues,2016,Year-end Report (ND),"$130,465.83",$700.00,"$12,181.60","$118,984.23",$0.00
12678,Michael J. Rodrigues,2016,Pre-election Report (ND),"$138,200.86","$10,660.74","$18,395.77","$130,465.83",$0.00
12679,Michael J. Rodrigues,2015,Year-end Report (ND),"$83,649.93","$58,380.41","$39,734.39","$102,295.95",$0.00
12680,Michael J. Rodrigues,2015,Mid-Year Report (ND),"$73,183.39","$46,819.44","$36,352.90","$83,649.93",$0.00
12681,Michael J. Rodrigues,2014,Year-end Report (ND),"$81,087.63","$15,476.92","$23,381.16","$73,183.39",$0.00
12682,Michael J. Rodrigues,2010,Year-end Report (ND),"$6,746.80","$29,258.98","$33,329.86","$2,675.92",$0.00
12683,Michael J. Rodrigues,2011,Mid-Year Report (ND),"$2,675.92","$36,673.55","$26,299.82","$13,049.65",$0.00
12684,Michael J. Rodrigues,2010,Pre-election Report (ND),"$64,612.47","$42,583.91","$100,449.58","$6,746.80",$0.00
12685,Michael J. Rodrigues,2014,Pre-primary Report (ND),"$52,739.02","$84,775.06","$53,949.90","$83,564.18",$0.00
12686,Michael J. Rodrigues,2014,Pre-election Report (ND),"$83,564.18","$6,853.69","$9,324.01","$81,093.86",$0.00
12687,Michael J. Rodrigues,2013,Year-end Report (ND),"$38,365.39","$44,761.10","$30,387.47","$52,739.02",$0.00
12688,Michael J. Rodrigues,2013,Mid-Year Report (ND),"$37,733.33","$41,764.00","$41,131.94","$38,365.39",$0.00
12689,Michael J. Rodrigues,2012,Pre-election Report (ND),"$46,224.94","$11,381.60","$18,192.73","$39,413.81",$0.00
12690,Michael J. Rodrigues,2012,Pre-primary Report (ND),"$29,831.20","$68,668.71","$52,274.97","$46,224.94",$0.00
12691,Michael J. Rodrigues,2012,Year-end Report (ND),"$39,413.81","$10,779.51","$12,459.99","$37,733.33",$0.00
12692,Michael J. Rodrigues,2011,Year-end Report (ND),"$13,049.65","$59,076.21","$42,294.66","$29,831.20",$0.00
12693,Michael J. Rodrigues,2010,Pre-primary Report (ND),"$155,571.27","$97,818.88","$188,777.68","$64,612.47",$0.00
12694,Mark C. Montigny,2017,Year-end Report (ND),"$932,988.29","$14,168.73","$27,374.50","$919,782.52",$291.90
12695,Mark C. Montigny,2017,Mid-Year Report (ND),"$948,957.31",$500.00,"$16,469.02","$932,988.29",$291.90
12696,Mark C. Montigny,2016,Year-end Report (ND),"$948,515.45","$13,975.03","$13,533.17","$948,957.31",$291.90
12697,Mark C. Montigny,2016,Pre-election Report (ND),"$953,464.74",$0.00,"$4,949.29","$948,515.45",$291.90
12698,Mark C. Montigny,2016,Pre-primary Report (ND),"$982,368.53",$500.00,"$29,403.79","$953,464.74",$291.90
12699,Mark C. Montigny,2015,Year-end Report (ND),"$992,981.69","$13,166.81","$23,779.97","$982,368.53",$291.90
12700,Mark C. Montigny,2015,Mid-Year Report (ND),"$1,020,336.83","$1,590.50","$28,945.64","$992,981.69",$291.90
12701,Mark C. Montigny,2014,Year-end Report (ND),"$1,016,128.86","$12,528.03","$8,320.06","$1,020,336.83",$291.90
12702,Mark C. Montigny,2014,Pre-election Report (ND),"$1,024,035.55",$0.00,"$7,906.69","$1,016,128.86",$291.90
12703,Mark C. Montigny,2014,Pre-primary Report (ND),"$1,057,160.36","$1,543.50","$34,668.31","$1,024,035.55",$291.90
12704,Mark C. Montigny,2013,Year-end Report (ND),"$1,064,074.34","$16,717.71","$23,631.69","$1,057,160.36",$291.90
12705,Mark C. Montigny,2013,Mid-Year Report (ND),"$1,102,625.86","$1,015.00","$39,566.52","$1,064,074.34",$291.90
12706,Mark C. Montigny,2012,Year-end Report (ND),"$1,086,546.43","$29,602.93","$13,523.50","$1,102,625.86",$291.90
12707,Mark C. Montigny,2012,Pre-election Report (ND),"$1,096,030.42",$0.00,"$9,483.99","$1,086,546.43",$291.90
12708,Mark C. Montigny,2012,Pre-primary Report (ND),"$1,134,306.19","$1,347.20","$39,622.97","$1,096,030.42",$291.90
12709,Mark C. Montigny,2011,Mid-Year Report (ND),"$1,173,294.23","$1,438.25","$51,587.44","$1,123,145.04",$291.90
12710,Mark C. Montigny,2011,Year-end Report (ND),"$1,123,145.04","$30,142.16","$18,981.01","$1,134,306.19",$291.90
12711,Mark C. Montigny,2010,Year-end Report (ND),"$1,152,193.09","$33,078.87","$11,977.73","$1,173,294.23",$291.90
12712,Mark C. Montigny,2010,Pre-election Report (ND),"$1,157,101.16",$392.39,"$5,300.46","$1,152,193.09",$291.90
12713,Mark C. Montigny,2010,Pre-primary Report (ND),"$1,202,349.25","$3,585.00","$48,833.09","$1,157,101.16",$291.90
12714,Julian Andre Cyr,none,none,none,none,none,none,none
12715,Kathleen A. O'Connor Ives,2017,Year-end Report (ND),$82.48,"$12,952.04","$10,198.44","$2,836.08","$2,345.42"
12716,Kathleen A. O'Connor Ives,2017,Mid-Year Report (ND),"$4,308.72","$1,102.57","$5,328.81",$82.48,"$2,605.42"
12717,Kathleen A. O'Connor Ives,2016,Year-end Report (ND),"$8,703.80","$1,416.72","$5,811.80","$4,308.72","$1,015.42"
12718,Kathleen A. O'Connor Ives,2016,Pre-election Report (ND),"$6,618.23","$16,411.40","$14,325.83","$8,703.80","$1,015.42"
12719,Kathleen A. O'Connor Ives,2016,Pre-primary Report (ND),"$8,509.22","$14,730.38","$16,621.37","$6,618.23","$1,015.42"
12720,Kathleen A. O'Connor Ives,2015,Year-end Report (ND),"$10,426.59","$13,728.93","$15,646.30","$8,509.22","$1,015.42"
12721,Kathleen A. O'Connor Ives,2015,Mid-Year Report (ND),$447.41,"$26,524.88","$16,545.70","$10,426.59","$4,185.42"
12722,Kathleen A. O'Connor Ives,2014,Year-end Report (ND),"$22,107.23","$19,145.44","$40,805.26",$447.41,"$3,913.12"
12723,Kathleen A. O'Connor Ives,2014,Pre-election Report (ND),"$22,849.03","$22,601.55","$23,343.35","$22,107.23","$2,435.42"
12724,Kathleen A. O'Connor Ives,2014,Pre-primary Report (ND),"$8,805.30","$56,704.78","$42,661.05","$22,849.03","$1,000.00"
12725,Kathleen A. O'Connor Ives,2013,Year-end Report (ND),"$10,396.54","$13,285.53","$14,876.77","$8,805.30",$0.00
12726,Kathleen A. O'Connor Ives,2013,Mid-Year Report (ND),"$1,152.43","$16,007.14","$6,763.03","$10,396.54",$0.00
